names,members,birth_name,birth_place,birth_date,gender,category,spotify track artist audio.artist_name,spotify track artist audio.artist_id
Nelly,,Cornell Iral Haynes Jr.,"{{nowrap|[[Austin, Texas]], U.S.}}",{{Birth date and age|mf|=|yes|1974|11|02}},male,African-American_male_rappers,Nelly,2gBjLmx6zQnFGQJCAQpRgw
Rag'n'Bone Man,,Rory Charles Graham,"[[Uckfield]], England",{{Birth date and age|df|=|yes|1985|01|29}},male,English_male_singer-songwriters,Rag'n'Bone Man,4f9iBmdUOhQWeP7dcAn1pf
Dropkick Murphys,"* [[Ken Casey]]
* [[Matt Kelly (drummer)|Matt Kelly]]
* [[Al Barr]]
* [[James Lynch (musician)|James Lynch]]
* [[Tim Brennan]]
* [[Jeff DaRosa]]",,"[[Quincy, Massachusetts]], U.S.",,,,Dropkick Murphys,7w9jdhcgHNdiPeNPUoFSlx
The All-American Rejects,"* [[Tyson Ritter]]
* Nick Wheeler
* [[Mike Kennerty]]
* Chris Gaylor",,"[[Stillwater, Oklahoma]], U.S.",,,,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT
MGMT,"* [[Andrew VanWyngarden]]
* [[Benjamin Goldwasser]]",,"[[Middletown, Connecticut]], U.S.",,,,MGMT,0SwO7SWeDHJijQ3XNS7xEE
Hank Williams,,Hiram Williams,"Mount Olive, [[Butler County, Alabama]], U.S.",{{Birth date|1923|9|17|mf|=|y}},male,American_country_singers,Hank Williams,1FClsNYBUoNFtGgzeG74dW
Meghan Trainor,,Meghan Elizabeth Trainor,"[[Nantucket]], [[Massachusetts]], U.S.",{{Birth date and age|1993|12|22}},female,American_female_pop_singers,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz
U2,"* [[Bono]]
* [[The Edge]]
* [[Adam Clayton]]
* [[Larry Mullen Jr.]]",,"[[Dublin]], Ireland",,,,U2,51Blml2LZPmy7TTiAg47vQ
King Harvest,,,"[[Ithaca, New York]], U.S. (1969)<br>[[Paris]], France (1971)",,,,King Harvest,5FHwr1FymaS5kutIEK6e2y
Ingrid Michaelson,,Ingrid Ellen Michaelson,"[[New York City]], U.S.",{{Birth date and age|1979|12|08}},female,American_female_guitarists,Ingrid Michaelson,2vm8GdHyrJh2O2MfbQFYG0
Train Ride,,,,,,,Train Ride,3TBrSmczAEuh7pmtj7Wrav
Eartha Kitt,,Eartha Mae Keith,"[[North, South Carolina|North]] or [[St. Matthews, South Carolina|St. Matthews]], [[South Carolina]], U.S.",{{birth date|1927|01|17}},female,American_female_singers,Eartha Kitt,1AwO9pWEBSBoWdEZu28XDC
Bobby Helms,,Robert Lee Helms,"[[Helmsburg, Indiana]], U.S.",{{birth date|1933|08|15}},male,American_country_singers,Bobby Helms,38EmEgXkgK51MT2tPY0EoC
Frank Sinatra,,Francis Albert Sinatra,"[[Hoboken, New Jersey]], U.S.",{{birth date|1915|12|12}},male,American_crooners,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0
Brenda Lee,,Brenda Mae Tarpley,"[[Atlanta]], [[Georgia (U.S. state)|Georgia]], US",{{birth date and age|1944|12|11}},female,American_female_country_singers,Brenda Lee,4cPHsZM98sKzmV26wlwD2W
Darlene Love,,Darlene Wright,"[[Los Angeles]], [[California]], U.S.",{{birth date and age|mf|=|yes|1941|7|26}},female,African-American_female_singers,Darlene Love,391oLRVmoTkumiN79HkTWu
Nat King Cole,,Nathaniel Adams Coles,"[[Montgomery, Alabama]], U.S.",{{birth date|1919|03|17}},male,African-American_male_singers,Nat King Cole,7v4imS0moSyGdXyLgVTIV7
Andy Williams,,Howard Andrew Williams,"[[Wall Lake, Iowa]], U.S.",{{Birth date|1927|12|3}},male,American_crooners,Andy Williams,4sj6D0zlMOl25nprDJBiU9
Lil Pump,,Gazzy Garcia,"[[Miami]], [[Florida]], U.S.",{{birth date and age|2000|08|17}},,,Lil Pump,3wyVrVrFCkukjdVIdirGVY
Migos,"*[[Quavo]]
*[[Offset (rapper)|Offset]]
*[[Takeoff (rapper)|Takeoff]]",,"[[Lawrenceville, Georgia]], U.S.",,,,Migos,6oMuImdp5ZcFhWP0ESe6mG
BlocBoy JB,,James Lee Baker,"[[Memphis, Tennessee]], U.S.",{{birth date and age|1996|5|19}},,,BlocBoy JB,4TEJudQY2pXxVHPE3gD2EU
Mason Ramsey,,,"[[Golconda, Illinois]]",{{birth based on age as of date|15|2022|01|29}},,,Mason Ramsey,6xvpfMjWTougrRRtK7iikz
Charlie Brown,,,,,,,Charlie Brown,4pchWejl1hLpJ8zXvZlqLb
Charlie Brown,,,,,,,Charlie Brown,536pTabXNhaK7O7VfjOk7P
Charlie Brown,,,,,,,Charlie Brown,0a1pOwbTl7KjPdm9h7DJT5
Charlie Brown,,,,,,,Charlie Brown,0ZkhUsUWbgsB356AUiiIWz
Charlie Brown,,,,,,,Charlie Brown,3Yfk3SvN7dpeF4lkDsTeB7
Charlie Shavers,,Charles James Shavers,"New York City, New York, U.S.",{{birth date|mf|=|y|1920|8|3}},,,Charlie Shavers,1yOf0GbMOo9zdD2FF0rUoK
Mat Kearney,,,"[[Nashville, Tennessee]], U.S.",{{birth date and age|1978|12|1}},male,American_male_singer-songwriters,Mat Kearney,2NQEwAVHBNcI0tGMLlWwF1
Loona,"* HeeJin
* HyunJin
* HaSeul
* YeoJin
* ViVi
* Kim Lip
* JinSoul
* Choerry
* Yves
* [[Chuu (singer)|Chuu]]
* Go Won
* Olivia Hye",,"[[Seoul]], South Korea",,,,Loona,7ugN9bU7x54gVI2295brJF
Blind Pilot,Israel Nebeker<br>Ryan Dobrowski<br>Luke Ydstie<br>Kati Claborn<br>Ian Krist<br>Dave Jorgensen,,"[[Astoria, Oregon|Astoria]], [[Oregon]]",,,,Blind Pilot,6qiGjRyN7TJ1GA2nXF68Hi
Anne-Marie,,Anne-Marie Rose Nicholson,"[[East Tilbury]], Essex, England",{{birth date and age|df|=|yes|1991|04|07}},female,English_female_singers,Anne-Marie,1zNqDE7qDGCsyzJwohVaoX
Lorde,,Ella Marija Lani Yelich-O'Connor,"[[Takapuna]], [[Auckland]], New Zealand",{{Birth date and age|df|=|yes|1996|11|7}},female,New_Zealand_female_pop_singers,Lorde,163tK9Wjr9P9DmM0AVK7lm
Dan Black,,Daniel Black,"[[London]], England",{{birth date and age|1976|11|16|df|=|y}},male,English_male_singers,Dan Black,5kW3q7Vywlw24apaeufin6
The Funkees,[[Harry Mosco]]<br />Chyke Madu<br />Sonny Akpabio<br />Jake N. Sollo<br />Danny Heibs<br />Tony Mallett<br />Mohammed Ahidjo<br />Roli Paterson,,Nigeria,,,,The Funkees,6dqBherxR2n5xMfqAI0L2J
Thomas Jack,,,"[[Bemboka]], [[New South Wales]], Australia",{{birth date and age|df|=|yes|1993|4|19}},,,Thomas Jack,6JmzdIDSQdeHg0pocIascm
George Ezra,,George Ezra Barnett,"[[Hertford]], [[Hertfordshire]], England",{{birth date and age|df|=|yes|1993|6|7}},male,English_male_singer-songwriters,George Ezra,2ysnwxxNtSgbb9t1m2Ur4j
Grouplove,"*Hannah Hooper
*Chris Zucconi
*Andrew Wessen
*Daniel Gleason
*Benjamin Homola",,"[[Los Angeles]], [[California]]",,,,Grouplove,3kVUvbeRdcrqQ3oHk5hPdx
John Mark McMillan,,,"[[Charlotte, North Carolina]], U.S.",{{birth date and age|1979|11|27}},,,John Mark McMillan,0T1KC0OHfbRO0O5bNH2tek
Gnarls Barkley,"* [[Danger Mouse (musician)|Danger Mouse]]
* [[CeeLo Green]]",,"[[Atlanta, Georgia|Atlanta]], [[Georgia (U.S. state)|Georgia]], United States",,,,Gnarls Barkley,5SbkVQYYzlw1kte75QIabH
Daniel Powter,,Daniel Richard Powter,"[[Vernon, British Columbia]], Canada",{{birth date and age|mf|=|yes|1971|02|25}},male,Canadian_male_singers,Daniel Powter,7xTcuBOIAAIGDOSvwYFPzk
Mike Posner,,Michael Robert Henrion Posner,"[[Southfield, Michigan|Southfield]], Michigan, U.S. {{Infobox person 
| child |=| yes
| alma_mater |=| [[Duke University]] ([[Bachelor of Arts|BA]])}}",{{Birth date and age|mf|=|yes|1988|2|12}},male,American_male_singer-songwriters,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa
Passion Pit,[[Michael Angelakos]],,"[[Cambridge, Massachusetts]], U.S.",,,,Passion Pit,7gjAu1qr5C2grXeQFFOGeh
Sia,,Sia Kate Isobelle Furler,"[[Adelaide]], [[South Australia]], Australia",{{birth date and age|df|=|yes|1975|12|18}},female,Australian_female_pop_singers,Sia,5WUlDfRSoLAfcVSX1WnrxN
Milky Chance,Clemens Rehbein<br />Philipp Dausch<br />Antonio Greger<br />Sebastian Schmidt,,"[[Kassel]], Germany",,,,Milky Chance,1hzfo8twXdOegF3xireCYs
Lana Del Rey,,Elizabeth Woolridge Grant,"New York City, U.S.",{{Birth date and age|mf|=|yes|1985|6|21}},female,American_female_guitarists,Lana Del Rey,00FQb4jTyendYWaN8pK0wa
Grace Potter,,Grace Evelyn Potter,,{{birth date and age|1983|6|20}},female,American_female_guitarists,Grace Potter,1PJVVIeS5Wu0wbZDhtC0Ht
Boney M.,,,[[West Germany]],,,,Boney M.,54R6Y0I7jGUCveDTtI21nb
Turisas,Mathias Nygård<br />Jussi Wickström<br />Olli Vänskä<br />Jaakko Jakku<br />Jesper Anastasiadis,,"[[Hämeenlinna]], [[Finland]]",,,,Turisas,0ykT1si9XRFPmEvWOnf4YI
RY X,,Ry Cuming,"[[Los Angeles, California]], U.S.",,male,Australian_male_singers,RY X,2KjAo6wVc9d2WcxdxSArpV
Norah Jones,,Geethali Norah Jones Shankar,"[[Grapevine, Texas]], U.S.",{{birth date and age|mf|=|yes|1979|3|30}},female,American_female_country_singers,Norah Jones,2Kx7MNY7cI1ENniW7vT30N
Haley Reinhart,,Haley Elizabeth Reinhart,"[[Wheeling, Illinois]], U.S.",{{birth date and age|1990|9|9}},female,American_female_jazz_singers,Haley Reinhart,5cKlE8f6b26h61Ml7m052Q
Ruth B.,,Ruth Berhe,"[[Edmonton]], [[Alberta]], Canada",{{Birth date and age|1995|7|2}},,,Ruth B.,2WzaAvm2bBCf4pEhyuDgCY
The Lumineers,"* [[Wesley Schultz]]
* [[Jeremiah Fraites]]; touring_members 
* [[Brandon Miller]] 
* [[Stelth Ulvang]]
* Byron Issacs
* Lauren Jacobson",,"{{hlist|[[Denver]], [[Colorado]], U.S.|[[Ramsey, New Jersey|Ramsey]], [[New Jersey]], U.S.}}",,,,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg
Julie Fowlis,,,"[[North Uist]], [[Outer Hebrides]], Scotland",{{birth date and age|1978|6|20|df|=|y}},,,Julie Fowlis,3IqWMVFksTbtL2EaFi5o8k
Arctic Monkeys,"{{plainlist|
* [[Alex Turner]]
* [[Jamie Cook]]
* [[Matt Helders]]
* [[Nick O'Malley]]}}",,"[[Sheffield]], England",,,,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH
Michael Bublé,,Michael Steven Bublé,"[[Burnaby]], [[British Columbia]], Canada",{{birth date and age|mf|=|yes|1975|9|9}},male,Canadian_male_singers,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3
Michael Bublé,,Michael Steven Bublé,"[[Burnaby]], [[British Columbia]], Canada",{{birth date and age|mf|=|yes|1975|9|9}},male,Canadian_male_singers,Michael Bublé,2euoUav0NJxe3AoIDdQzjQ
Naked Eyes,[[Pete Byrne]],,"[[Bath, Somerset|Bath]], England, United Kingdom",,,,Naked Eyes,3C6chBmZ9wzisBhoh8G2nK
Brandon Flowers,,Brandon Richard Flowers,"[[Henderson, Nevada]], U.S.",{{Birth date and age|mf|=|yes|1981|6|21}},male,American_male_singer-songwriters,Brandon Flowers,18Zv2g2vUcEGqJf6WnjfXN
Bad Suns,"{{ubl|Gavin Bennett|Christopher ""Christo"" Bowman|Miles ""Morris"" Kottak|Ray Libby}}",,"[[Woodland Hills, California|Woodland Hills]], [[California]], U.S.",,,,Bad Suns,0YhUSm86okLWldQVwJkLlP
Death Cab for Cutie,"{{plainlist|
*[[Ben Gibbard]]
*[[Nick Harmer]]
*[[Jason McGerr]]
*[[Dave Depper]]
*[[Zac Rae]]}}",,"[[Bellingham, Washington]], U.S.",,,,Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx
Two Door Cinema Club,"*Alex Trimble
*Kevin Baird 
*Sam Halliday",,"[[Bangor, County Down|Bangor]], [[County Down]], [[Northern Ireland]]",,,,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl
Bronze Radio Return,Chris Henderson<br />Rob Griffith<br />Matt Warner<br />Patrick Fetkowitz,,"[[Hartford, Connecticut]], U.S.",,,,Bronze Radio Return,2ic4xySjQ39N7DJ0HZemeG
The Temper Trap,Dougy Mandagi<br />Jonathon Aherne<br />Toby Dundas<br />Joseph Greer,,"[[Melbourne]], Victoria, Australia",,,,The Temper Trap,4W48hZAnAHVOC2c8WH8pcq
Jónsi,,Jón Þór Birgisson,[[Iceland]],{{birth date and age|df|=|y|1975|4|23}},,,Jónsi,3khg8RDB6nMuw34w1IHS6Y
Cold War Kids,Nathan Willett<br/>Matt Maust<br/>David Quon<br/>Matthew Schwartz<br/>[[Joe Plummer]],,"[[Long Beach, California]], U.S.",,,,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC
Calum Scott,,,"[[Beverley]], [[East Riding of Yorkshire]], [[England]]",{{Birth date and age|1988|10|12|df|=|y}},male,English_male_singers,Calum Scott,6ydoSd3N2mwgwBHtF6K7eX
Alessia Cara,,Alessia Caracciolo,"[[Mississauga]], [[Ontario]], Canada",{{Birth date and age|1996|7|11}},,,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR
Marvin Gaye,,Marvin Pentz Gay Jr.,"[[Washington, D.C.]], U.S.",{{birth date|1939|4|2}},male,American_male_singer-songwriters,Marvin Gaye,3koiLjNrgRTNbOwViDipeA
The Black Keys,"* [[Dan Auerbach]]
* [[Patrick Carney]]",,"[[Akron, Ohio]], U.S.",,,,The Black Keys,7mnBLXK823vNxN3UWB7Gfz
Betty Who,,Jessica Anne Newham,"[[Sydney]], [[New South Wales]], Australia",{{birth date and age|df|=|yes|1991|10|5}},female,Australian_female_pop_singers,Betty Who,0t3QQl52F463sxGXb1ckhB
Nico & Vinz,* {{nowrap|Kahouly Nicolay Sereba |small|(Nico)}} * Vincent Dery {{small|(Nico)}} {{small|(Vinz)}},,"[[Oslo]], [[Norway]]",,,,Nico & Vinz,0awl5piYwO0CDTHEkCjUhn
Echosmith,"* Sydney Sierota
* Noah Sierota
* Graham Sierota",,"[[Chino, California]], U.S.",,,,Echosmith,1PbBg2aYjWLKRk84zJK15x
Dwayne Johnson,,Dwayne Douglas Johnson,"[[Hayward, California]], U.S.",{{birth date and age|1972|5|2}},,,Dwayne Johnson,1T8S48bD91THNKBByWBDyn
Splashh,,,"[[London Borough of Hackney|Hackney]], London, England",,,,Splashh,3dJcucBOwvm22SbpRUIgLC
The Night Game,"* [[Martin Johnson (musician)|Martin Johnson]]
* [[Kirin J. Callinan]]",,"[[Boston]], Massachusetts, United States",,,,The Night Game,79QO0Xmn1dZhvaLicS2Yrs
Men Without Hats,[[Ivan Doroschuk]]<br />Colin Doroschuk<br />Sho Murray,,"[[Montreal]], [[Quebec]], Canada",,,,Men Without Hats,34PLzyi7CdXUekiLHYyqXq
My Chemical Romance,"* [[Gerard Way]]
* [[Ray Toro]]
* [[Mikey Way]]
* [[Frank Iero]]",,"[[Newark, New Jersey]], U.S.",,,,My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb
Violent Femmes,{{unbulleted list | [[Gordon Gano]] | [[Brian Ritchie]] | [[Blaise Garza]] | John Sparrow}},,"[[Milwaukee]], [[Wisconsin]], U.S.",,,,Violent Femmes,0rpMdBzQXf7aYRnu5fDBJy
Kiiara,,Kiara Saulters,"[[Wilmington, Will County, Illinois|Wilmington, Illinois]], U.S.",{{birth date and age|1995|5|24}},female,American_female_singers,Kiiara,4u5smJBskI6Adzv08PuiUP
Martin Garrix,,Martijn Gerard Garritsen,"[[Amstelveen]], Netherlands",{{birth date and age|df|=|yes|1996|5|14}},,,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ
Blue Öyster Cult,"* [[Buck Dharma]]
* [[Eric Bloom]]
* Danny Miranda
* [[Richie Castellano]]
* Jules Radino",,"[[Stony Brook, New York]], U.S.",,,,Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2
Matoma,,Tom Stræte Lagergren,"[[Åsnes]], Norway",{{birth date and age|df|=|yes|1991|5|29}},,,Matoma,4YXycRbyyAE0wozTk7QMEq
Dirty Heads,"Jared ""Dirty J"" Watson<br/>Dustin ""Duddy B"" Bushnell<br/>Jon Olazabal<br/>Matt Ochoa<br/>David Foral<br/>Shawn Hagood",,"[[Huntington Beach, California]], U.S.",,,,Dirty Heads,6GkJh85o22LfD2vgL9DP6f
Ballyhoo!,Howi Spangler<br /> Donald Spangler<br /> Scott Vandrey<br /> Nick Lucera,,"[[Aberdeen, Maryland]], [[U.S.]]",,,,Ballyhoo!,6py4uFIC7T6RdrZnH6hFYJ
Tash Sultana,,,"[[Melbourne, Victoria|Melbourne]], Victoria, Australia",{{Birth date and age|df|=|yes|1995|6|15}},female,Australian_female_singers,Tash Sultana,6zVFRTB0Y1whWyH7ZNmywf
MAGIC GIANT,"*[[Austin Bisnow]]
*Zambricki Li
*Zang",,"[[Los Angeles]], [[California]], United States",,,,MAGIC GIANT,7eaa5bidliPI0djFYv166f
Depeche Mode,{{unbulleted list|[[Martin Gore]]|[[Dave Gahan]]}},,"[[Basildon]], [[Essex]], England",,,,Depeche Mode,762310PdDnwsDxAQxzQkfX
Hot Chelle Rae,"*Ryan Follesé
*Nash Overstreet
*Jamie Follesé",,"[[Nashville, Tennessee]], U.S.",,,,Hot Chelle Rae,6jTnHxhb6cDCaCu4rdvsQ0
Petit Biscuit,,Mehdi Benjelloun,"[[Rouen, France]]",{{birth date and age|1999|11|10|df|=|yes}},,,Petit Biscuit,6gK1Uct5FEdaUWRWpU4Cl2
James Newton Howard,,,"[[Los Angeles]], [[California]], U.S.",{{Birth date and age|1951|6|9}},,,James Newton Howard,2M4eNCvV3CJUswavkhAQg2
John Scofield,,,"[[Dayton, Ohio]], U.S.",{{Birth date and age|1951|12|26|mf|=|yes}},male,American_male_guitarists,John Scofield,14RXohtx6NiBGFTW8IdmAK
The Click Five,,,"[[Boston]], [[Massachusetts]], United States",,,,The Click Five,01lz5VBfkMFDteSA9pKJuP
Gloria Gaynor,,Gloria Fowles,"[[Newark, New Jersey]], U.S.",{{Birth date and age|mf|=|yes|1943|09|07}},female,American_female_singers,Gloria Gaynor,6V6WCgi7waF55bJmylC4H5
Amy Winehouse,,Amy Jade Winehouse,"London, England",{{birth date|df|=|yes|1983|9|14}},female,English_female_singers,Amy Winehouse,6Q192DXotxtaysaqNPy5yR
The Monkees,,,"[[Los Angeles]], [[California]], U.S.",,,,The Monkees,320EPCSEezHt1rtbfwH6Ck
Electric Light Orchestra,"* [[Jeff Lynne]]
* [[Richard Tandy]]",,"[[Birmingham]], England",,,,Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk
Johnny Cash,,J. R. Cash,"[[Kingsland, Arkansas]], U.S.",{{birth date|1932|2|26|mf|=|y}},male,American_country_singers,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x
Hayden James,,,"[[Sydney]], [[New South Wales]], Australia",,,,Hayden James,4csQIMQm6vI2A2SCVDuM2z
Lost Kings,Robert Abisi <small>(Rob Gainley)</small><br />Nick Shanholtz <small>(Dr. No)</small>,,"[[Los Angeles]], US",,,,Lost Kings,3hyEbRtp617pNCuuQjyOmc
Timeflies,Cal Shapiro<br />Rob Resnick,,"[[Boston]], [[Massachusetts]], United States",,,,Timeflies,6dC0rIJNLSFZwqckLgXJ8p
Daniel Huttlestone,,Daniel Richard Huttlestone,"[[Havering]], [[Greater London]], England",{{Birth date and age|1999|09|17|df|=|yes}},,,Daniel Huttlestone,0yS5MNfD7YXRiv4DEFyc5F
Sean Paul,,Sean Paul Ryan Francis Henriques,"[[Kingston, Jamaica]]",{{Birth date and age|1973|1|9|df|=|yes}},,,Sean Paul,3Isy6kedDrgPYoTS1dazA9
LMFAO,,,"[[Pacific Palisades, Los Angeles|Pacific Palisades]], [[Los Angeles]], [[California]], U.S.",,,,LMFAO,3sgFRtyBnxXD5ESfmbK4dl
Rita Ora,,Rita Sahatçiu,"[[Pristina]], [[Socialist Federal Republic of Yugoslavia|SFR Yugoslavia]]",{{Birth date and age|df|=|yes|1990|11|26}},female,English_female_pop_singers,Rita Ora,5CCwRZC6euC8Odo6y9X8jr
Dua Lipa,,,"[[London]], England",{{Birth date and age|df|=|yes|1995|8|22}},female,English_female_singer-songwriters,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we
The Marvelettes,,,"[[Inkster, Michigan]], U.S.",,female,African-American_female_singers,The Marvelettes,0MponVSpW81oLvJZ53vYZH
Hall Johnson,,Francis Hall Johnson,"[[Athens, Georgia]], U.S.",{{birth date|1888|3|12}},,,Hall Johnson,0h3htFOEdMcLUfAV6wPlwW
Olly Murs,,Oliver Stanley Murs,"[[Witham]], [[Essex]], England",{{Birth date and age|1984|5|14|df|=|y}},male,English_male_singers,Olly Murs,3whuHq0yGx60atvA2RCVRW
Of Monsters and Men,[[Nanna Bryndís Hilmarsdóttir]]<br />[[Ragnar Þórhallsson]]<br />[[Brynjar Leifsson]]<br />Kristján Páll Kristjánsson<br />Arnar Rósenkranz Hilmarsson,,"[[Reykjavík]], Iceland",,,,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz
Kodaline,"* Steve Garrigan
* Mark Prendergast
* Vincent May
* Jason Boland
*",,"[[Swords, Dublin|Swords]], [[Dublin]], [[Republic of Ireland|Ireland]]",,,,Kodaline,4BxCuXFJrSWGi1KHcVqaU4
Syn Cole,,Rene Pais,"[[Pärnu]], [[Estonia]]",{{birth date and age|1988|3|25|df|=|y}},,,Syn Cole,6i1GVNJCyyssRwXmnaeEFH
Julia Michaels,,Julia Carin Cavazos,"{{nowrap|[[Santa Clarita, California]], U.S.}}",{{birth date and age|1993|11|13}},female,American_female_pop_singers,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
MisterWives,"* Mandy Lee
* William Hehir
* Etienne Bowler
* Marc Campbell
* Mike Murphy",,"New York City, New York, U.S.",,,,MisterWives,5ivCbtrcD5N4rD337xIb2z
Novo Amor,,Ali John Meredith-Lacey,"[[Aberystwyth]], Wales",{{Birth date and age|df|=|y|1991|08|11}},,,Novo Amor,0rZp7G3gIH6WkyeXbrZnGi
Amy Adams,,Amy Lou Adams,"[[Vicenza]], Italy",{{Birth date and age|1974|8|20}},female,American_female_singers,Amy Adams,1gkcZQArk5rV8uBwG8y5FX
Mungo's Hi Fi,Tom Tattersall<br />Douglas Paine<br />Craig Macleod<br />Jerome Joly,,"[[Glasgow]], Scotland",,,,Mungo's Hi Fi,0Ism1B2cF9NxpXAwdUCkxK
Elvis Presley,,Elvis Aaron Presley,"[[Tupelo, Mississippi]], U.S.",{{Birth date|mf|=|yes|1935|1|8}},male,American_country_singers,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE
Daler Mehndi,,Daler Singh,"[[Patna]], [[Bihar]], [[India]]",{{birth date and age|df|=|y|1967|August|18}},,,Daler Mehndi,6wa1AsxB9oJP7lwNSmbcYx
Vengaboys,Kim Sasabone<br />Denise Post-Van Rijswijk<br />Robin Pors<br />Donny Latupeirissa,,"[[Rotterdam]], Netherlands",,,,Vengaboys,0cwmNvclzPd8mQnoHuIksj
Denzel Curry,,Denzel Rae Don Curry,"[[Carol City, Florida|Carol City]], [[Miami Gardens, Florida|Miami Gardens]], [[Florida]], U.S.",{{Birth date and age|mf|=|yes|1995|2|16}},male,African-American_male_rappers,Denzel Curry,6fxyWrfmjcbj5d12gXeiNV
Keri Hilson,,Keri Lynn Hilson,"[[Decatur, Georgia]], U.S.",{{birth date and age|1982|12|5}},female,African-American_female_singer-songwriters,Keri Hilson,63wjoROpeh5f11Qm93UiJ1
Nena,,Gabriele Susanne Kerner,"[[Hagen]], [[West Germany]]",{{birth date and age|1960|3|24|df|=|yes}},,,Nena,6Tz0QRoe083BcOo2YbG9lV
Jimilian,,Jimilian Ismaili,[[Albania]],{{birth date and age|df|=|y|1994|8|22}},,,Jimilian,7wy9Plp8SD5l3LDuJubTcv
The Pierces,Allison Pierce<br />Catherine Pierce,,"[[Birmingham, Alabama]], U.S.",'''Allison Margaret Pierce''' <br> {{birth date and age|1975|7|22}} <br> '''Catherine Eleanor Pierce''' <br> {{birth date and age|1977|9|12}},,,The Pierces,1ET1wIkDmuCBC80XcTr3Sg
Josh Garrels,,Joshua Michael Garrels,"[[South Bend, Indiana]], U.S.",{{Birth date and age|1980|9|25}},,,Josh Garrels,16QSVsPKl743hu4U5C18R8
Simple Plan,"* [[Pierre Bouvier]]
* [[Chuck Comeau]]
* Jeff Stinco
* [[Sébastien Lefebvre]]",,"[[Montreal]], [[Quebec]], Canada",,,,Simple Plan,2p4FqHnazRucYQHyDCdBrJ
Sugar Ray,"* [[Rodney Sheppard]]
* [[Mark McGrath]]
* Dean Butterworth
* Kristian Attard",,"[[Newport Beach, California]], U.S.",,,,Sugar Ray,4uN3DsfENc7dp0OLO0FEIb
Elton John,,Reginald Kenneth Dwight,"[[Pinner]], [[Middlesex]] , England",{{Birth date and age|df|=|yes|1947|3|25}},male,English_male_composers,Elton John,3PhoLpVuITZKcymswpck5b
Def Leppard,"* [[Joe Elliott]]
* [[Rick Savage]]
* [[Rick Allen (drummer)|Rick Allen]]
* [[Phil Collen]]
* [[Vivian Campbell]]",,"[[Sheffield]], [[South Yorkshire]], England",,,,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ
CeeLo Green,,Thomas DeCarlo Callaway,"[[Atlanta, Georgia]], U.S.",{{Birth date and age|1975|5|30}},male,African-American_male_singers,CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8
The Pussycat Dolls,,,"[[Los Angeles]], [[California]], U.S.",,,,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ
David Guetta,,Pierre David Guetta,"[[Paris]], France",{{birth date and age|df|=|yes|1967|11|7}},,,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai
Anthem Lights,"* Chad Graham
* Caleb Grimm
* Joseph ""Joey"" Stamper
* Spencer Kane",,[[Los Angeles]],,,,Anthem Lights,7kwEvDE8e7EBGKh5bLczqQ
Craig David,,Craig Ashley David,"[[Southampton]], [[Hampshire]], England",{{birth date and age|1981|5|5|df|=|y}},male,English_male_singer-songwriters,Craig David,2JyWXPbkqI5ZJa3gwqVa0c
Sigrid,,,,,,,Sigrid,4TrraAsitQKl821DQY42cZ
Alle Farben,,Frans Zimmer,"[[Berlin-Kreuzberg|Kreuzberg]], [[West Berlin]]",{{birth date and age|df|=|y|1985|6|5}},,,Alle Farben,61ipISvUVa5LkJlKZnm3Oo
Juan Magán,,Juan Manuel Magán González,"[[Badalona]], [[Spain]]",{{Birth date and age|df|=|yes|1978|9|30}},,,Juan Magán,1ackd5XprZEkH3McKbQD51
KT Tunstall,,Kate Victoria Tunstall,"[[Edinburgh]], Scotland",{{Birth date and age|df|=|yes|1975|06|23}},female,Female_rock_singers,KT Tunstall,5zzrJD2jXrE9dZ1AklRFcL
HRVY,,Harvey Leigh Cantwell,"[[Kent]], England",{{Birth date and age|1999|01|28|df|=|y}},,,HRVY,28y6CyJNkGNjJQKrlx4AmN
